,Date Received,Product Name,Sub Product,Issue,Sub Issue,Consumer Complaint Narrative,Company Public Response,Company,State Name,Zip Code,Tags,Consumer Consent Provided,Submitted via,Date Sent to Company,Company Response to Consumer,Timely Response,Consumer Disputed,Complaint ID
602,2013-08-07,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,0.7226506774439528,-1.398629318424136,Bank of America,RI,2864.0,,78.26786219694837,Web,2013-08-09,Closed with explanation,Yes,No,484881
603,2013-08-07,Bank account or service,Checking account,"Account opening, closing, or management",,1.8664880306022604,-0.5135018343381574,Bank of America,FL,33472.0,"Older American, Servicemember",65.77325557655118,Phone,2013-08-12,Closed with explanation,Yes,No,482894
604,2013-08-07,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,0.6458639604047509,-1.6409696256533297,Bank of America,GA,30337.0,,95.63314270885184,Web,2013-08-09,Closed with explanation,Yes,No,484902
605,2013-07-24,Credit card,,Billing disputes,,1.0460238404634898,-0.9662631682849372,Citibank,MN,55106.0,,45.47505899301503,Postal mail,2013-07-29,Closed with explanation,Yes,Yes,461373
606,2013-08-07,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,1.0723770078385693,-0.9105736686190309,Equifax,PA,16226.0,Older American,23.629127574165498,Web,2013-08-07,Closed with explanation,Yes,Yes,482868
607,2013-07-24,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,0.7816703626361419,-3.2137732676403714,Wells Fargo & Company,NY,11770.0,,12.378639502822184,Web,2013-07-26,Closed with explanation,Yes,No,465600
608,2013-07-23,Credit reporting,,Incorrect information on credit report,Account status,2.1924158564207885,-1.3906378789121026,Equifax,GA,30349.0,,90.74946454171949,Web,2013-07-23,Closed with non-monetary relief,Yes,Yes,464453
609,2013-08-07,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,3.4080257054298246,-6.309903583025548,Bank of America,CT,6108.0,,70.27947698461924,Web,2013-08-09,Closed with non-monetary relief,Yes,No,484907
610,2013-07-24,Consumer Loan,Vehicle loan,Managing the loan or lease,,2.0196413457250433,-0.7910835674287819,Capital One,NY,14612.0,,37.717116731439155,Phone,2013-07-26,Closed with explanation,Yes,No,465616
611,2013-08-07,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,1.5101443447521394,-1.8281091797134903,Bank of America,GA,30039.0,,34.418207853901144,Phone,2013-08-26,Closed with explanation,Yes,No,501167
612,2013-08-13,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,0.9448499742605169,-0.7308779190725598,Ocwen,MI,48906.0,,49.87060972113923,Web,2013-08-14,Closed with explanation,Yes,Yes,489072
613,2013-08-07,Debt collection,Mortgage,Disclosure verification of debt,Not given enough info to verify debt,2.564303594576274,-0.6670707566992475,Ocwen,MI,49512.0,,31.788121581685612,Web,2013-08-09,Closed with explanation,Yes,No,484911
614,2013-08-07,Bank account or service,Checking account,"Account opening, closing, or management",,1.1434197514272662,-1.0494403966258328,Wells Fargo & Company,TX,78681.0,,94.87569139937595,Postal mail,2013-08-08,Closed with explanation,Yes,No,482786
615,2013-08-13,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,1.1586219921685097,-0.9340839930135488,Bank of America,CA,91724.0,,20.51710890853819,Referral,2013-08-14,Closed with explanation,Yes,No,491465
616,2013-08-07,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,0.6581367155989057,-1.0501348766013079,Wells Fargo & Company,UT,84118.0,,15.003096835725273,Referral,2013-08-09,Closed with explanation,Yes,No,484914
617,2013-08-07,Credit card,,Billing statement,,1.875164848798448,-0.6809740561172286,U.S. Bancorp,CA,94566.0,,54.88251694264848,Referral,2013-08-08,Closed with monetary relief,Yes,Yes,482900
618,2013-07-23,Bank account or service,(CD) Certificate of deposit,Deposits and withdrawals,,4.30444985423212,-0.9709946265826774,Citibank,AZ,85226.0,,79.99214324645015,Phone,2013-07-24,Closed with explanation,Yes,Yes,463240
619,2013-08-07,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,1.3947598370231131,-1.0099262180873878,JPMorgan Chase & Co.,NJ,8110.0,,44.511996260206494,Referral,2013-08-09,Closed with explanation,Yes,No,484920
620,2013-08-07,Bank account or service,Checking account,Deposits and withdrawals,,0.7841381189748559,-1.0856683162671898,JPMorgan Chase & Co.,AZ,85607.0,,5.3382864170018065,Referral,2013-08-08,Closed with explanation,Yes,Yes,482902
621,2013-07-24,Mortgage,Conventional adjustable mortgage (ARM),Settlement process and costs,,1.2713199734850948,-2.149510969634677,Bank of America,NC,28226.0,Older American,42.831857250104484,Web,2013-07-26,Closed with explanation,Yes,No,465649
622,2013-08-13,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,0.7214096308847315,-0.850733513606403,Citibank,MD,21795.0,,75.25468608481577,Referral,2013-08-16,Closed with explanation,Yes,No,493245
623,2013-08-07,Credit card,,Billing disputes,,0.7709220282021156,-1.293812866805345,Citibank,TX,78155.0,,2.170134278213429,Referral,2013-08-08,Closed with explanation,Yes,Yes,482904
624,2013-08-07,Bank account or service,Checking account,Problems caused by my funds being low,,0.5835292333665616,-2.197964362310672,BB&T Financial,GA,30736.0,,48.772395154892216,Referral,2013-08-08,Closed with explanation,Yes,Yes,482906
625,2013-08-13,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,0.9115694558274174,-3.0605339282184194,JPMorgan Chase & Co.,FL,33309.0,,2.7032992070839708,Referral,2013-08-14,Closed with explanation,Yes,No,491475
626,2013-08-07,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,1.518259944863521,-2.8606150743644614,Fifth Third Financial Corporation,FL,33966.0,,9.037015338524311,Referral,2013-08-09,Closed with explanation,Yes,No,484931
627,2013-08-07,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,0.6609560516476889,-0.9044141748845521,Bank of America,GA,30041.0,,6.655874636469521,Referral,2013-08-09,Closed with explanation,Yes,Yes,482909
628,2013-07-23,Mortgage,Home equity loan or line of credit,"Loan modification,collection,foreclosure",,2.31147225088674,-1.0210429084906743,BBVA Compass,FL,32233.0,Servicemember,30.437906432215698,Web,2013-07-24,Closed with monetary relief,Yes,No,464531
629,2013-08-07,Consumer Loan,Vehicle loan,Managing the loan or lease,,0.8230655730657133,-1.118962023452061,Santander Consumer USA Holdings Inc,CA,90746.0,,69.12957078226003,Web,2013-08-08,Closed with explanation,Yes,No,482914
630,2013-08-07,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,2.2664480946825676,-4.742924064241081,ERC,MO,63119.0,Older American,68.6117338205799,Phone,2013-09-30,Closed with non-monetary relief,Yes,No,484878
631,2013-08-13,Bank account or service,Checking account,Deposits and withdrawals,,0.7368827139595763,-1.1608226385822245,PNC Bank N.A.,PA,19460.0,Servicemember,21.077868140559843,Phone,2013-08-15,Closed with explanation,Yes,No,489099
632,2013-08-07,Credit reporting,,Incorrect information on credit report,Account status,1.3822751406837297,-0.8487913805715888,Experian,NJ,7724.0,,6.332769922903735,Web,2013-08-07,Closed with explanation,Yes,No,487131
633,2013-08-07,Consumer Loan,Vehicle loan,Managing the loan or lease,,0.6722325406782961,-1.3229213600125065,"Westlake Services, LLC",TX,75070.0,,5.284380750619522,Web,2013-08-08,Closed with explanation,Yes,Yes,484782
634,2013-08-13,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",,1.2453497118700185,-1.0677066388700855,BMO Harris,WI,53225.0,,41.308567076321744,Postal mail,2013-08-15,Closed with explanation,Yes,No,489109
635,2013-08-13,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,1.2146236825756347,-3.1888473993664674,"TransUnion Intermediate Holdings, Inc.",NY,10989.0,,77.55246009419142,Web,2013-08-15,Closed with explanation,Yes,No,488991
636,2013-08-13,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,1.1651660544708522,-5.71987790132456,Capital One,LA,70816.0,,17.774007107796887,Web,2013-08-13,Closed with explanation,Yes,No,491498
637,2013-08-13,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,0.6204302573717939,-1.018040518020626,BMO Harris,IL,60041.0,,6.797455662540999,Postal mail,2013-08-15,Closed with explanation,Yes,No,489105
638,2013-07-24,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,3.55300314407678,-1.4080587162720495,Bank of America,NY,11101.0,,50.613124712961195,Web,2013-07-25,Closed with explanation,Yes,No,469486
639,2013-07-23,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,2.768293021083542,-1.4461930884036047,BMO Harris,WI,54971.0,,56.84529558428945,Phone,2013-07-24,Closed with explanation,Yes,No,464578
640,2013-08-13,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,0.8209799402120248,-0.6529928939991535,Experian,OH,43055.0,,92.26027980129012,Referral,2013-08-13,Closed with non-monetary relief,Yes,No,491382
641,2013-08-13,Bank account or service,Checking account,Problems caused by my funds being low,,0.8370757729866845,-1.4254351055948153,BBVA Compass,TX,78748.0,,87.46892446429894,Web,2013-08-15,Closed with explanation,Yes,Yes,489119
642,2013-08-13,Bank account or service,Other bank product/service,"Making/receiving payments, sending money",,0.8073432220124968,-1.424050365216891,FirstMerit Bank,MI,48446.0,,93.85435586324859,Phone,2013-08-15,Closed with explanation,No,No,489122
643,2013-07-23,Debt collection,I do not know,Disclosure verification of debt,Not given enough info to verify debt,4.730242249061864,-1.5203916915935494,"Portfolio Recovery Associates, Inc.",,,Servicemember,15.721321018165188,Phone,2013-07-31,Closed with non-monetary relief,Yes,No,464529
644,2013-07-24,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,0.5163441578718094,-2.030517372703935,Wells Fargo & Company,NC,27360.0,,85.80775573897,Web,2013-07-25,Closed with explanation,Yes,No,465735
645,2013-08-07,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,0.6210064590207068,-2.167716683692607,Wells Fargo & Company,CA,94503.0,,13.261509622003826,Web,2013-08-07,Closed with explanation,Yes,Yes,482927
646,2013-07-24,Mortgage,Conventional fixed mortgage,Settlement process and costs,,0.6631527345402213,-1.859707543919399,U.S. Bancorp,IL,61920.0,,2.883511876232123,Web,2013-07-25,Closed with non-monetary relief,Yes,No,465740
647,2013-08-07,Mortgage,Conventional adjustable mortgage (ARM),Settlement process and costs,,0.574521462991745,-0.9508022104309797,JPMorgan Chase & Co.,NY,11201.0,,82.20024500557797,Web,2013-08-07,Closed with explanation,Yes,Yes,496684
648,2013-07-24,Bank account or service,Checking account,Deposits and withdrawals,,3.295737578579926,-0.6997076874509357,Bank of America,MO,63130.0,,63.45118104915286,Web,2013-07-26,Closed with monetary relief,Yes,No,465746
649,2013-08-07,Mortgage,Home equity loan or line of credit,"Loan modification,collection,foreclosure",,0.7985672942896428,-1.0999475531366274,Wells Fargo & Company,NY,10307.0,,76.50457769789304,Web,2013-08-07,Closed with explanation,Yes,No,484956
650,2013-08-07,Debt collection,"Other (i.e. phone, health club, etc.)",False statements or representation,Indicated committed crime not paying,0.7253873503810002,-0.7469445868009698,Hyperion Recovery LLC,MD,20879.0,,43.48205287996672,Web,2013-10-24,Closed with monetary relief,Yes,No,484953
651,2013-07-23,Bank account or service,Checking account,"Account opening, closing, or management",,0.5315635685090433,-1.3898921537894549,PNC Bank N.A.,PA,18466.0,,89.12324840174995,Web,2013-07-24,Closed with monetary relief,Yes,No,464613
652,2013-07-24,Credit card,,Unsolicited issuance of credit card,,2.27221170831157,-1.7623387727947928,Amex,TN,38016.0,,67.97937324398912,Web,2013-07-24,Closed with explanation,Yes,No,465756
653,2013-08-07,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,0.6823467365730507,-1.6529134547549882,JPMorgan Chase & Co.,TX,78641.0,,51.78894480999786,Phone,2013-08-07,Closed with explanation,Yes,Yes,496685
654,2013-08-13,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",,0.5756262561691587,-0.6613989345136462,HSBC North America Holdings Inc.,PA,17324.0,,53.772800605732215,Web,2013-08-13,Closed with explanation,Yes,No,491525
655,2013-07-23,Bank account or service,Checking account,"Account opening, closing, or management",,2.4600177928743534,-1.3957303742723481,M&T Bank Corporation,NY,14609.0,,59.19757602272797,Phone,2013-07-24,Closed,Yes,Yes,474854
656,2013-08-07,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,0.8725267441749048,-1.1688081143782738,Wells Fargo & Company,WA,98065.0,,68.66991486027975,Web,2013-08-07,Closed with explanation,Yes,Yes,499228
657,2013-08-07,Bank account or service,Checking account,"Making/receiving payments, sending money",,1.131249625416194,-2.548737062279547,Regions Financial Corporation,TN,38122.0,Older American,32.927139924927054,Phone,2013-08-08,Closed,Yes,Yes,482934
658,2013-08-13,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,0.6399240623982646,-1.0905210935041252,Ocwen,FL,10981.0,,86.04971245710024,Web,2013-08-13,Closed with explanation,Yes,No,491538
659,2013-07-23,Credit reporting,,Credit reporting company's investigation,Investigation took too long,2.438366791583234,-0.5622017320796862,Equifax,KS,66210.0,,48.910792882852675,Web,2013-07-23,Closed with non-monetary relief,Yes,No,475665
660,2013-08-13,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt was discharged in bankruptcy,0.5586423337053885,-1.3271039783461365,Bank of America,CA,91978.0,,82.90486954906227,Web,2013-08-13,Closed with explanation,Yes,No,489138
661,2013-08-07,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,1.5047173756016785,-1.054979799430563,Bank of America,FL,33881.0,Older American,81.78639931056598,Web,2013-08-07,Closed with explanation,Yes,Yes,482935
662,2013-08-07,Credit card,,APR or interest rate,,2.9264077124158945,-2.212664996338259,Citibank,MO,63316.0,,68.94712163857311,Phone,2013-08-08,Closed with explanation,Yes,Yes,482936
663,2013-08-13,Credit reporting,,Incorrect information on credit report,Account status,0.6269276097092259,-0.9122958952365353,Equifax,WA,98109.0,,16.05495203920634,Postal mail,2013-09-03,Closed with explanation,Yes,No,490915
664,2013-08-13,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,0.6415403944084839,-1.7785974005411396,JPMorgan Chase & Co.,MO,63129.0,,89.69667276131362,Web,2013-08-14,Closed with explanation,Yes,Yes,491547
665,2013-07-24,Mortgage,Reverse mortgage,"Loan servicing, payments, escrow account",,0.5844717088393148,-0.858992108414312,Wells Fargo & Company,MO,63105.0,,42.06440088606529,Web,2013-07-25,Closed with explanation,Yes,Yes,465790
666,2013-07-24,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,1.8356430314974128,-4.123000268849363,Ditech Financial LLC,TX,76053.0,,54.521825158089925,Web,2013-07-25,Closed with explanation,Yes,No,465793
667,2013-08-13,Credit card,,Billing disputes,,1.8541469105809745,-3.331503111979975,Discover,MI,48223.0,,84.18198208893946,Phone,2013-08-15,Closed with explanation,Yes,Yes,491186
668,2013-08-07,Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,2.7125886567897455,-0.546883430055869,"Navient Solutions, Inc.",DE,19801.0,,51.0962029462482,Web,2013-08-08,Closed with non-monetary relief,Yes,Yes,482938
669,2013-08-13,Credit card,,Other,,0.5615185317755633,-0.5829136535723513,JPMorgan Chase & Co.,CA,91978.0,,86.0669516900294,Web,2013-08-13,Closed with explanation,Yes,No,491541
670,2013-07-23,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,0.5341342606125536,-0.5912043120257283,Selene Finance,CA,90008.0,,91.09763683170239,Web,2013-07-24,Closed with explanation,Yes,No,464663
671,2013-08-07,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,0.8284722667518121,-0.8538093602634536,Citibank,OH,45223.0,,26.42799235836879,Phone,2013-08-09,Closed with explanation,Yes,No,484966
672,2013-07-24,Debt collection,Auto,Improper contact or sharing of info,Talked to a third party about my debt,0.8822829866466118,-2.1113172885858678,Santander Consumer USA Holdings Inc,VA,22204.0,,81.78209976489529,Web,2013-07-24,Closed with explanation,Yes,Yes,465808
673,2013-08-13,Bank account or service,Checking account,Deposits and withdrawals,,1.185872344323172,-1.8642308885343186,Bank of America,FL,34992.0,"Older American, Servicemember",44.718449706331064,Phone,2013-08-13,Closed with non-monetary relief,Yes,Yes,491553
674,2013-08-07,Debt collection,Auto,Cont'd attempts collect debt not owed,Debt is not mine,0.8569391725129614,-2.373776275956788,Nations Recovery Center,ID,46619.0,Older American,46.43182693192365,Phone,2013-08-23,Closed with explanation,Yes,No,484942
675,2013-08-07,Bank account or service,Checking account,Deposits and withdrawals,,0.5300878337995492,-0.842750822505802,Fifth Third Financial Corporation,IL,60655.0,,99.04457635675237,Referral,2013-08-08,Closed with monetary relief,Yes,No,482986
676,2013-07-23,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,0.959675797501969,-1.5364104646720276,JPMorgan Chase & Co.,TX,78101.0,,93.62929045276722,Phone,2013-07-24,Closed with explanation,Yes,No,464468
677,2013-08-07,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,0.8321157669245238,-1.2511232348132708,Residential Credit Solutions,OR,97216.0,,81.93381511823817,Referral,2013-08-09,Closed with explanation,Yes,No,482983
678,2013-07-24,Debt collection,Mortgage,Cont'd attempts collect debt not owed,Debt was paid,0.7637567884205989,-2.0180066256953495,U.S. Bancorp,CO,81413.0,Older American,99.7622048467557,Web,2013-07-24,Closed with explanation,Yes,No,465831
679,2013-07-24,Bank account or service,Checking account,"Account opening, closing, or management",,2.1268652101733743,-5.050898544348724,JPMorgan Chase & Co.,NJ,7073.0,,95.90716386863267,Referral,2013-07-29,Closed with explanation,Yes,Yes,465832
680,2013-07-24,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,0.870215288477381,-0.6494259811629906,Wells Fargo & Company,CA,94534.0,,7.913794670190393,Referral,2013-07-26,Closed with explanation,Yes,Yes,465834
681,2013-07-24,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,2.9179139848720803,-1.3384248672927437,Wells Fargo & Company,WA,98026.0,,46.76681237122774,Referral,2013-07-26,Closed with explanation,Yes,Yes,479452
682,2013-08-07,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,1.5252709528998016,-6.906494606004194,Equifax,,,,80.12163535970546,Phone,2013-12-19,Closed with non-monetary relief,Yes,No,482947
683,2013-08-13,Mortgage,Conventional fixed mortgage,Settlement process and costs,,0.5393829760468393,-1.2688571698930957,JPMorgan Chase & Co.,PA,19363.0,,95.69134656533089,Phone,2013-08-19,Closed with explanation,Yes,No,491572
684,2013-07-24,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,1.8474641477075904,-0.9885877720204674,Nationstar Mortgage,CA,93422.0,,77.38457372757286,Referral,2013-08-05,Closed with explanation,Yes,Yes,466291
685,2013-07-23,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,1.7879827849438101,-1.8231334251914841,Wells Fargo & Company,FL,33437.0,,55.48678074245167,Web,2013-07-24,Closed with explanation,Yes,No,464698
686,2013-07-23,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,0.9560600714884951,-0.8587003657474406,Wells Fargo & Company,CA,90706.0,,42.61088245298274,Referral,2013-07-25,Closed with explanation,Yes,Yes,455806
687,2013-07-23,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,0.6179312864582533,-1.119192564301696,Wells Fargo & Company,FL,33173.0,,85.96287261024153,Referral,2013-07-25,Closed with explanation,Yes,No,475076
688,2013-07-24,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,0.9393029290081464,-2.4592118419319,Bank of America,CA,95316.0,,54.890907882592636,Referral,2013-07-29,Closed with explanation,Yes,No,465843
689,2013-07-23,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,0.6156133310874243,-1.4844915405299686,Wells Fargo & Company,AZ,85122.0,,89.10905985598862,Web,2013-07-25,Closed with explanation,Yes,Yes,464705
690,2013-08-07,Credit card,,Credit card protection / Debt protection,,3.4827383787188144,-2.3460587772388175,Capital One,CA,91360.0,,4.838610518504005,Web,2013-08-07,Closed with monetary relief,Yes,No,499033
691,2013-07-24,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,1.221981539671026,-0.5241175829888243,Nationstar Mortgage,CA,92804.0,,61.826376443787396,Referral,2013-07-26,Closed with explanation,Yes,No,465849
692,2013-07-24,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,0.6384466508380137,-0.6774288502549535,Nationstar Mortgage,CA,91024.0,,91.85978958377889,Referral,2013-07-26,Closed with explanation,Yes,No,471477
693,2013-07-23,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,1.1580830838638705,-1.4351755145341072,"Southwest Recovery Services, Inc.",TX,75243.0,,81.20445136048286,Web,2013-08-12,Closed with explanation,Yes,Yes,475544
694,2013-08-07,Credit card,,Closing/Cancelling account,,1.9365328796881631,-0.5197190966388381,Citibank,TX,75137.0,Older American,7.066161960996225,Web,2013-08-08,Closed with monetary relief,Yes,No,484233
695,2013-07-25,Bank account or service,(CD) Certificate of deposit,Deposits and withdrawals,,2.1397328278831647,-1.4501146348360319,Bank of America,MA,2472.0,,47.48551231455878,Web,2013-07-26,Closed with explanation,Yes,No,465962
696,2013-07-24,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,0.5402965134175055,-2.481091975316242,"Citizens Financial Group, Inc.",NY,12144.0,,84.00514766053365,Referral,2013-07-26,Closed with non-monetary relief,Yes,Yes,475990
697,2013-07-24,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,0.6602483911395474,-0.9417616405294164,Nationstar Mortgage,AZ,85209.0,,71.03571554328319,Referral,2013-07-26,Closed with explanation,Yes,No,466674
698,2013-08-07,Debt collection,I do not know,Communication tactics,Frequent or repeated calls,2.1407154977221294,-1.6614914734226753,"Portfolio Recovery Associates, Inc.",CA,92120.0,,16.196436177514247,Phone,2013-08-12,Closed with non-monetary relief,Yes,No,484976
699,2013-07-24,Credit card,,Billing disputes,,3.3587119560087357,-0.8488472273572665,Wells Fargo & Company,OH,44107.0,,4.854375068984533,Referral,2013-07-26,Closed with monetary relief,Yes,No,465857
700,2013-07-24,Mortgage,Other mortgage,"Application, originator, mortgage broker",,0.6822234273492385,-0.6445667928746742,Citibank,NY,10010.0,,92.57673870615048,Referral,2013-07-26,Closed with monetary relief,Yes,No,465859
701,2013-07-24,Bank account or service,Checking account,"Account opening, closing, or management",,1.3680474927472588,-2.2650765311015295,The Huntington National Bank,OH,43223.0,,44.217433453616295,Referral,2013-07-26,Closed with explanation,Yes,No,465862
702,2013-08-07,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,0.7910191481238931,-1.7502724797643632,Synchrony Financial,AL,36695.0,,36.38543438627743,Phone,2013-08-12,Closed with explanation,Yes,Yes,484977
703,2013-07-24,Bank account or service,Checking account,"Account opening, closing, or management",,1.7918305370454914,-0.8102970677405716,Union Bank,CA,92333.0,,21.124551829102916,Referral,2013-07-26,Closed with explanation,Yes,No,465868
704,2013-08-07,Bank account or service,Other bank product/service,"Account opening, closing, or management",,1.035309983238067,-2.662898165818076,Wells Fargo & Company,CA,94901.0,,22.27541632861197,Referral,2013-08-09,Closed with explanation,Yes,No,483016
705,2013-08-07,Bank account or service,Checking account,"Account opening, closing, or management",,0.9230731514157566,-1.147905786630767,Capital One,TX,78245.0,,98.85419158226973,Referral,2013-08-08,Closed with explanation,Yes,Yes,483006
706,2013-08-07,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,1.7676145400995296,-0.6480975930372674,Bank of America,WA,98118.0,,99.9559482518307,Web,2013-08-09,Closed with non-monetary relief,Yes,No,484975
707,2013-07-24,Debt collection,Mortgage,Communication tactics,Used obscene/profane/abusive language,1.1549917283657098,-1.3862300603140145,Ditech Financial LLC,SC,29485.0,Servicemember,16.805130573849915,Web,2013-07-23,Closed with explanation,Yes,No,480358
708,2013-07-24,Credit reporting,,Incorrect information on credit report,Account status,1.4126139285365111,-1.2867831856735301,"TransUnion Intermediate Holdings, Inc.",IL,60441.0,,54.41047558698807,Web,2013-07-24,Closed with non-monetary relief,Yes,No,465895
709,2013-07-24,Credit card,,Identity theft / Fraud / Embezzlement,,0.924164904863574,-2.213576452798389,Citibank,CA,92804.0,,56.926796387407144,Web,2013-07-25,Closed with monetary relief,Yes,No,464764
710,2013-07-24,Debt collection,Credit card,False statements or representation,Attempted to collect wrong amount,1.1356210650912586,-2.0972705307728674,U.S. Bancorp,CA,91423.0,,45.14362408883819,Web,2013-07-23,Closed with explanation,Yes,Yes,464720
711,2013-07-24,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,1.0964117297247151,-1.1502603349360836,"TransUnion Intermediate Holdings, Inc.",TX,77085.0,,23.684703401046235,Web,2013-07-23,Closed with explanation,Yes,No,463555
712,2013-08-13,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,2.7107334660697404,-1.1503155598517507,Citibank,TN,37411.0,,38.85636661868281,Web,2013-08-13,Closed with explanation,Yes,No,491439
713,2013-07-25,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,2.5015252983876275,-2.1510881183744637,Bank of America,CA,94116.0,,54.4887211341277,Web,2013-07-25,Closed with explanation,Yes,Yes,465918
714,2013-07-24,Bank account or service,Checking account,"Account opening, closing, or management",,0.9154177732150275,-1.9809024164296896,Wells Fargo & Company,GA,31210.0,,39.770389796843,Referral,2013-07-25,Closed with explanation,Yes,No,464973
715,2013-08-13,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",,0.7657502509331664,-0.6917722483371549,Wells Fargo & Company,NY,10471.0,Older American,17.31078203138937,Phone,2013-08-15,Closed with explanation,Yes,No,489177
716,2013-07-25,Debt collection,Auto,Improper contact or sharing of info,Talked to a third party about my debt,0.8426149267008187,-0.5155755869883907,"Westlake Services, LLC",TN,38106.0,,20.76076559265321,Web,2013-07-24,Closed with explanation,Yes,Yes,465921
717,2013-07-24,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,3.451916482704825,-1.7051156119651447,"Credit Systems International, Inc.",TX,79912.0,,94.28833237217688,Web,2013-07-31,Closed with explanation,Yes,No,464792
718,2013-07-24,Credit reporting,,Incorrect information on credit report,Information is not mine,1.1490881466033305,-0.8623907876647146,Experian,NY,10021.0,,90.0955325992052,Web,2013-07-26,Closed with explanation,Yes,Yes,464793
719,2013-08-13,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt resulted from identity theft,0.736197832608696,-0.5826329443234876,Discover,CA,90026.0,,3.813031061502964,Phone,2013-08-21,Closed with explanation,Yes,No,489163
720,2013-07-25,Bank account or service,Checking account,"Account opening, closing, or management",,1.0322207438253521,-1.2098133980465042,Wells Fargo & Company,TN,38125.0,,44.462255845348636,Web,2013-07-26,Closed with non-monetary relief,Yes,Yes,475005
721,2013-07-24,Credit reporting,,Incorrect information on credit report,Account status,2.084255565179946,-1.11037455828065,"TransUnion Intermediate Holdings, Inc.",CA,92610.0,,95.1749221623535,Web,2013-07-24,Closed with explanation,Yes,No,464799
722,2013-07-24,Credit reporting,,Incorrect information on credit report,Personal information,2.451905253285778,-1.0212537604845988,Experian,FL,32314.0,,99.74550585488193,Web,2013-07-24,Closed with non-monetary relief,Yes,Yes,464800
723,2013-07-24,Consumer Loan,Installment loan,Managing the loan or lease,,1.0565925161988705,-1.432345031007952,Santander Consumer USA Holdings Inc,NE,68123.0,,37.18051879604311,Web,2013-07-24,Closed with explanation,Yes,Yes,462896
